Fahrten,Namen
332,Altstätten - St. Gallen
251,Altstätten - Gais
237,Altstätten - Appenzell
74,Altstätten - Herisau
51,Gais - Oberriet (SG)
45,Altstätten - Teufen (AR)
40,Altstätten - Bühler
36,Appenzell - Oberegg
35,Altstätten - Rüte
33,Au (SG) - Gais
30,Altstätten - Urnäsch
29,Diepoldsau - Gais
29,Appenzell - Rebstein
29,Marbach (SG) - St. Gallen
26,Gais - Widnau
25,Balgach - Gais
24,Appenzell - Balgach
24,Marbach (SG) - Trogen
23,Altstätten - Gossau (SG)
20,Altstätten - Gonten
