Fahrten,Namen
189,Gossau SG
177,Herisau
100,St. Gallen
74,Winterthur
53,Appenzell
44,Zürich HB
44,Urnäsch
35,Kreuzlingen Hafen
31,Rapperswil SG
30,Zürich Oerlikon
29,St. Gallen Winkeln
29,Zürich Flughafen
20,"Herisau, Kaserne"
17,"Herisau, Obstmarkt"
17,Flawil
16,Herisau Wilen
16,Weinfelden
15,"Herisau, Kreuzweg"
14,Waldstatt
14,Luzern
