Fahrten,Namen
2081,Gossau SG
1122,Herisau
623,St. Gallen
518,St. Gallen Winkeln
480,Wil SG
412,Appenzell
398,"Herisau, Kreuzweg"
328,"Herisau, Obstmarkt"
293,Uzwil
255,Herisau Wilen
242,"Gossau SG, Poststrasse"
237,Winterthur
230,"Herisau, Wiesental"
222,"Gossau SG, Geissberg"
201,Waldstatt
187,Flawil
150,Urnäsch
142,"Herisau, Kaserne"
135,"Gossau SG, Mettendorf"
134,"Gossau SG, Herisauerstrasse"
